osm_id,barrier,bicycle,foot,amenity,parking,highway,direction,stop,waterway,power,information,tourism,name,historic,check_date,place,telenav:graph-enhancer,design,line_attachment,material,structure,triple_tower,addr:city,addr:housenumber,addr:street,bus,public_transport,ref,description,operator,operator:wikidata,horse,incline,motorcar,motorcycle,motor_vehicle,railway,surface,tracktype,landuse,leisure,natural,voltage,mtb:scale:imba,water,lanes,maxspeed,mtb:scale,ref:FFID,cables,access,addr:interpolation,resource,building,service,bridge,layer,tunnel,admin_level,boundary,name:de,name:en,name:es,name:fr,name:it,name:ru,type,wikidata,wikipedia,protection_title,description:en,roundtrip,route,network,public_transport:version,website,wheelchair,WKT
"175963013",,"designated",,,,"path",,,,,,,"Natasha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4320632 49.7968017, -119.43231 49.796871, -119.432428 49.796918, -119.432737 49.797012, -119.432842 49.797026, -119.432959 49.797011, -119.433067 49.79696, -119.433273 49.7967439, -119.433565 49.796558, -119.4337806 49.7964573, -119.433898 49.79642, -119.4340959 49.796432, -119.4342315 49.7964509, -119.4343106 49.7965295, -119.4342866 49.7966201, -119.4343044 49.7967715)"
"175963017",,,,,,"footway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4407858 49.813516, -119.4404682 49.8136645, -119.4401409 49.8137718, -119.4396474 49.8138791, -119.4392719 49.8139864, -119.4389071 49.8141006, -119.438537 49.8141179, -119.4379308 49.8140972)"
"175963020",,,,,,,,,"stream",,,,"Priest Creek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.3909361 49.7965736, -119.3910697 49.7971493, -119.3926339 49.7988993, -119.3930845 49.7996195, -119.3935351 49.8002566, -119.3942432 49.8006721, -119.3953161 49.8008937, -119.395874 49.800769, -119.3972688 49.8009353, -119.3996291 49.8015585, -119.4010239 49.8022787, -119.4020989 49.8028278, -119.4026546 49.803539, -119.403043 49.8044205, -119.4044142 49.8056578, -119.404875 49.8059931, -119.4048696 49.8065801, -119.4052296 49.807015, -119.4055965 49.8071624, -119.4062381 49.8073612, -119.4071822 49.8075827, -119.4077187 49.8077212, -119.4079332 49.8081366, -119.4080405 49.8088152, -119.4078474 49.8092998, -119.4078689 49.8102968, -119.4078925 49.8109428, -119.4081811 49.811196, -119.4086757 49.811372, -119.4091885 49.8116258, -119.4102421 49.8125628, -119.4105296 49.8130381, -119.4107335 49.8135712, -119.411433 49.8143282, -119.411624 49.8147066, -119.4116476 49.8151382, -119.41186 49.8155996, -119.4122269 49.8161005, -119.4128061 49.8162846, -119.4133835 49.8166934, -119.413729 49.8169796, -119.4139092 49.817358, -119.4142954 49.8177387, -119.414834 49.8181703, -119.4155829 49.8189847, -119.4157009 49.8192755, -119.4156172 49.8197417, -119.4152739 49.8205793, -119.4151645 49.8207776, -119.4151666 49.8209946, -119.4151967 49.8212483, -119.4153039 49.8215736, -119.4154563 49.8218529, -119.4156902 49.8223073, -119.4158842 49.822558)"
"175963021",,,,,,"track",,,,,,,"Powerline Trail",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4455316 49.8119897, -119.445364 49.8121402, -119.4451513 49.8122383, -119.4443627 49.812356, -119.4439068 49.8125533, -119.4436546 49.8127264, -119.4430163 49.8130103, -119.4425871 49.813166, -119.4421311 49.8133391, -119.4413235 49.8133867, -119.4407858 49.813516, -119.4403126 49.8136299, -119.4399189 49.8136535, -119.439347 49.8136887, -119.4390895 49.8137649, -119.4388588 49.8138791, -119.4382151 49.8140141, -119.4379308 49.8140972, -119.4374802 49.8143187, -119.4359996 49.8148483, -119.4356597 49.814937, -119.4351008 49.8150828, -119.433922 49.8153151, -119.4338187 49.8153355, -119.4328907 49.8155986, -119.4323596 49.8157197, -119.4319841 49.8157301, -119.4315364 49.8158971, -119.4309195 49.8160771, -119.4301148 49.8161533, -119.4295097 49.816057, -119.42915 49.816059, -119.4285431 49.8163159, -119.4279798 49.8165894, -119.4276043 49.8167798, -119.4270434 49.8168308, -119.4263085 49.8169935, -119.4251593 49.8174191, -119.4250079 49.8174755, -119.4237473 49.8175655, -119.4232562 49.8177169, -119.4226637 49.8178735)"
"175963023",,"designated",,,,"path",,,,,,,"The Moose",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4035041 49.8064463, -119.4034068 49.8064305, -119.4032713 49.8064285, -119.4031348 49.8064751, -119.4030992 49.8065109, -119.403052 49.8066206, -119.402968 49.806695, -119.402782 49.806778, -119.4027193 49.8068423, -119.4027025 49.806845, -119.4026431 49.8068984, -119.4025231 49.8069451, -119.4022734 49.8070253, -119.4021627 49.8070793, -119.402069 49.807091, -119.4019493 49.8071275, -119.4018298 49.8071746, -119.4017546 49.8071867, -119.4016406 49.8072288, -119.4015236 49.8072305, -119.401362 49.8072631, -119.4012783 49.8072933, -119.4011864 49.8073095, -119.4010962 49.8074068, -119.4010309 49.8074366, -119.4009443 49.8074724, -119.400872 49.807462, -119.40078 49.807433, -119.400662 49.807374, -119.4006281 49.8073515, -119.400637 49.807264, -119.4006054 49.8071956, -119.40057 49.807168, -119.4004891 49.8071034, -119.4004148 49.8070741, -119.4003778 49.8070643, -119.4002594 49.8069974, -119.4001717 49.8068792, -119.4001525 49.8068151, -119.4001109 49.8067908, -119.400023 49.806769, -119.3994769 49.8066699)"
"175963025",,"designated",,,,"path",,,,,,,"Boris",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4389277 49.8027536, -119.438895 49.802664, -119.438864 49.802635, -119.438772 49.8026, -119.438536 49.802601, -119.438472 49.802588, -119.438373 49.802493, -119.438303 49.802477, -119.438061 49.80251, -119.437956 49.802504, -119.437796 49.8024566, -119.4377125 49.8023696, -119.4375961 49.8023127, -119.4375581 49.8022414, -119.4375068 49.8021272, -119.4374303 49.802086, -119.4373839 49.8020486, -119.4374279 49.8020204, -119.437524 49.8020258, -119.4375774 49.8020232, -119.4376437 49.8019662, -119.4376298 49.8019202, -119.4375718 49.8018829, -119.43756 49.801829, -119.437599 49.801693, -119.437581 49.801644, -119.43737 49.801454, -119.437337 49.801307, -119.437153 49.801119, -119.437182 49.801052, -119.43733 49.800963, -119.437295 49.800909, -119.437177 49.800891, -119.436601 49.800931, -119.436212 49.800934, -119.4361 49.800917, -119.436041 49.800877, -119.436012 49.800787, -119.435974 49.80074, -119.435903 49.800738, -119.435725 49.800792, -119.435385 49.8008669, -119.435269 49.800858, -119.435177 49.800819, -119.434968 49.80065, -119.434885 49.80063, -119.434733 49.80063, -119.434624 49.800642, -119.434529 49.800672, -119.434279 49.800846, -119.433956 49.800944, -119.433837 49.800954, -119.433587 49.800922, -119.433285 49.800935, -119.433206 49.8009, -119.432853 49.800595, -119.432382 49.800343, -119.432254 49.80022, -119.432249 49.800145, -119.432452 49.7999, -119.432659 49.799752, -119.432661 49.799715, -119.432595 49.79966, -119.432491 49.799637, -119.431912 49.7996)"
"175963027",,"designated",,,,"path",,,,,,,"Crawford Trail",,,,,,,,,,,,,,,,,,,,,,,,,"ground",,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4142438 49.7715319, -119.414437 49.771544, -119.414794 49.7714943, -119.414891 49.7714489, -119.415045 49.77136, -119.415363 49.7712969, -119.415615 49.7711759, -119.415904 49.771069, -119.4159984 49.7710066, -119.4161134 49.7710324, -119.4162148 49.7710855, -119.4161715 49.7711683, -119.416073 49.771442, -119.4160697 49.7715401, -119.4161773 49.7716465, -119.4160705 49.7718198, -119.4161117 49.7719696, -119.4160499 49.7720223, -119.416001 49.772105, -119.415996 49.772171, -119.4158892 49.7723242, -119.4159387 49.7724183, -119.4161399 49.7724183, -119.4161836 49.7723505, -119.416264 49.772242, -119.41649 49.7720879, -119.416633 49.772022, -119.416803 49.771992, -119.417009 49.771996, -119.417372 49.772045, -119.417538 49.772047, -119.417712 49.772023, -119.418269 49.771826, -119.418367 49.771832, -119.418519 49.771934, -119.418632 49.771966, -119.418977 49.77196, -119.419181 49.771975, -119.419422 49.772034, -119.419894 49.772112, -119.420084 49.772158, -119.420222 49.772212, -119.420392 49.772306, -119.420454 49.772318, -119.420867 49.772327, -119.421248 49.772309, -119.421468 49.772349, -119.42174 49.772425, -119.422189 49.772523, -119.422447 49.772544, -119.422721 49.772499, -119.423244 49.77248, -119.423648 49.772326, -119.423943 49.772266, -119.424186 49.772151, -119.424604 49.772004, -119.424758 49.771929, -119.424931 49.771885, -119.425203 49.771865, -119.425486 49.771807, -119.425783 49.771806, -119.425915 49.771762, -119.426063 49.771684, -119.426156 49.771502, -119.426233 49.771451, -119.426306 49.771437, -119.426542 49.771432, -119.426729 49.771451, -119.427154 49.771613, -119.42726 49.771624, -119.42736 49.771595, -119.427401 49.771537, -119.427427 49.771422, -119.4274225 49.7713812, -119.4274792 49.7713279, -119.427692 49.771233, -119.427863 49.771213, -119.428238 49.771215, -119.4284534 49.7712321, -119.4287492 49.7712353, -119.428812 49.771281, -119.4289209 49.771384, -119.4289945 49.7714304, -119.4290435 49.7715235, -119.429478 49.771776, -119.4295092 49.7719368, -119.4296371 49.7719656, -119.429671 49.772006, -119.429797 49.772199, -119.429858 49.772524, -119.4299 49.772591, -119.42996 49.7726169, -119.430065 49.772627, -119.430356 49.772636, -119.430432 49.772675, -119.430477 49.772735, -119.430508 49.77292, -119.430389 49.773341, -119.43039 49.773418, -119.430452 49.773624, -119.430546 49.773731, -119.430582 49.773805, -119.430636 49.774329, -119.430549 49.774666, -119.430605 49.7747839, -119.430661 49.774833, -119.430759 49.774868, -119.431055 49.774889, -119.43125 49.774947, -119.4314265 49.7749364, -119.4315 49.774932, -119.432125 49.774974, -119.43284 49.775116, -119.432942 49.775155, -119.433017 49.775225, -119.433136 49.775486, -119.433204 49.77556, -119.433467 49.7757409, -119.433763 49.776069, -119.43389 49.77616, -119.434077 49.776232, -119.4342366 49.776336, -119.434363 49.776446, -119.434519 49.776544, -119.434571 49.776622, -119.434639 49.776944, -119.43471 49.777149, -119.434713 49.777283, -119.434822 49.777732, -119.43494 49.77785, -119.435012 49.777954, -119.435101 49.778163, -119.435221 49.778228, -119.435485 49.778293, -119.435761 49.778408, -119.43665 49.778879, -119.436826 49.7790279, -119.436889 49.779105, -119.436899 49.779146, -119.436863 49.77931, -119.4368463 49.7794173, -119.436866 49.7794979, -119.437106 49.77991, -119.4371648 49.7800423, -119.4372479 49.7800595, -119.4373134 49.7800263, -119.4373506 49.7799806, -119.4373541 49.7799167, -119.437429 49.7798469, -119.437503 49.779813, -119.43773 49.7797569, -119.437855 49.779703, -119.438225 49.779488, -119.438373 49.779426, -119.438801 49.779298, -119.438943 49.779268, -119.439282 49.779232, -119.439342 49.779238, -119.439412 49.779277, -119.439451 49.779341, -119.439482 49.77958, -119.439544 49.779804, -119.439621 49.779963, -119.439805 49.780128, -119.43989 49.780173, -119.440219 49.780277, -119.440414 49.780314, -119.440565 49.780322, -119.440963 49.780266, -119.441207 49.780248, -119.441452 49.780174, -119.441556 49.780162, -119.441721 49.780195, -119.441849 49.780262, -119.441904 49.78032, -119.4419113 49.7803499, -119.441927 49.780414, -119.441908 49.780492, -119.441839 49.780606, -119.44151 49.780875, -119.441453 49.780991, -119.441453 49.781142, -119.441486 49.781217, -119.441711 49.781493, -119.441756 49.781595, -119.441797 49.781863, -119.441876 49.781993, -119.442115 49.782154, -119.442437 49.78241, -119.442523 49.782456, -119.442706 49.782516, -119.442941 49.782569, -119.443438 49.782592, -119.4434976 49.7825997, -119.44378 49.782493, -119.443993 49.782432, -119.444144 49.782414, -119.444283 49.782437, -119.444337 49.782472, -119.44439 49.782542, -119.4445 49.783041, -119.4445437 49.7831873, -119.444621 49.783446, -119.444636 49.783724, -119.44461 49.783873, -119.444368 49.784426, -119.44429 49.784719, -119.444372 49.785039, -119.444431 49.785118, -119.444557 49.785194, -119.444709 49.785233, -119.444911 49.785237, -119.445113 49.78517, -119.44519 49.7851, -119.445311 49.784852, -119.4454182 49.7846707, -119.445575 49.7844, -119.445942 49.783913, -119.446027 49.783855, -119.446113 49.783836, -119.44623 49.783862, -119.446297 49.783915, -119.446641 49.784356, -119.446857 49.784687, -119.447006 49.785069, -119.447038 49.785218, -119.4470445 49.7855331, -119.44704 49.785568, -119.447082 49.785887, -119.447042 49.786071, -119.44704 49.786556, -119.446969 49.786945, -119.446839 49.787194, -119.446846 49.787259, -119.446922 49.787407, -119.446886 49.787745, -119.446903 49.787813, -119.446985 49.787861, -119.447075 49.787854, -119.447142 49.787816, -119.447406 49.787536, -119.448151 49.786905, -119.448464 49.786614, -119.448575 49.786565, -119.448733 49.786555, -119.4494323 49.7866177, -119.4494851 49.7866969, -119.4494106 49.7867852, -119.4491914 49.7868685, -119.4490305 49.786993, -119.4489822 49.7871351, -119.4490887 49.7874709, -119.4491316 49.7876926, -119.4490895 49.787904, -119.4489715 49.7880322, -119.4489152 49.788262, -119.4487157 49.7883948, -119.4485419 49.7886279, -119.4485762 49.7887827, -119.4487886 49.7888565, -119.4492629 49.7888173, -119.4495181 49.7888564, -119.4498083 49.7889673, -119.4501302 49.7890296, -119.4504628 49.7890989, -119.4506559 49.7892928, -119.4507096 49.7896184, -119.4506339 49.7899162, -119.450495 49.790047, -119.4503662 49.7902279, -119.4501079 49.7904805, -119.4499095 49.7907229, -119.449921 49.7909032, -119.4499524 49.791232, -119.4498405 49.79144, -119.4496528 49.7917309, -119.4495991 49.7921395, -119.4496466 49.7925411, -119.4496037 49.7927904, -119.449685 49.7930226, -119.4497386 49.7932477, -119.4498826 49.7934241, -119.4502045 49.7937704, -119.4504191 49.7941029, -119.4504467 49.7943732, -119.450377 49.7945671, -119.4502796 49.7947262, -119.4501348 49.794934, -119.4499738 49.7951106, -119.4497378 49.7952006, -119.4496152 49.7953185, -119.4495125 49.7954638, -119.4493309 49.7956336, -119.4491584 49.7957477, -119.4489785 49.7957908, -119.4485389 49.7958049, -119.4484262 49.7958418, -119.4483408 49.7959242, -119.4483208 49.7960291, -119.4484364 49.7961574, -119.4486666 49.7962557, -119.4488803 49.7962743, -119.4491503 49.7962657, -119.4493581 49.7962318, -119.4497516 49.7961833, -119.4498704 49.796138, -119.4499342 49.7961137, -119.450181 49.7959613, -119.4506209 49.7957536, -119.4515114 49.7954627, -119.4529276 49.794687, -119.4532409 49.794633, -119.4536035 49.7943615, -119.4541721 49.7941329, -119.4543525 49.7940293)"
"177937187",,"designated",,,,"path",,,,,,,"Lookout Trail",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4314265 49.7749364, -119.431353 49.775117, -119.431367 49.775179, -119.431567 49.775293, -119.431621 49.775342, -119.431666 49.775434, -119.431696 49.775592, -119.43183 49.775777, -119.431826 49.775835, -119.431788 49.775891, -119.4317581 49.7759111, -119.431715 49.77594, -119.431579 49.775974, -119.431028 49.775975, -119.430725 49.776019, -119.430196 49.7760559, -119.430123 49.776086, -119.430083 49.77614, -119.430107 49.776236, -119.430178 49.776341, -119.430296 49.776432, -119.430323 49.776474, -119.430301 49.776534, -119.430218 49.776635, -119.430176 49.776806, -119.430055 49.776886, -119.429797 49.777006, -119.429659 49.777093, -119.429559 49.777187, -119.429501 49.777285, -119.429408 49.7775589, -119.429328 49.777699, -119.429263 49.777753, -119.42878 49.777912, -119.428562 49.778003, -119.428487 49.778021, -119.4281 49.778031, -119.427886 49.7780569, -119.427745 49.778107, -119.427668 49.778157, -119.427438 49.778368, -119.4273203 49.7786002, -119.427254 49.778731, -119.427241 49.778818, -119.427283 49.7789829, -119.427263 49.779057, -119.427005 49.7792869, -119.426736 49.779478, -119.426479 49.77975, -119.426418 49.7799, -119.426448 49.779973, -119.426603 49.780121, -119.426688 49.780175, -119.426809 49.780212, -119.426983 49.780232, -119.427128 49.7802719, -119.427194 49.780325, -119.427217 49.7804, -119.427216 49.780585, -119.427308 49.780757, -119.427308 49.780826, -119.427276 49.780892, -119.427154 49.781052, -119.426888 49.78154, -119.426793 49.781686, -119.426705 49.781784, -119.426588 49.781873, -119.426519 49.781976, -119.4265083 49.7821288, -119.42643 49.782262, -119.426238 49.782444, -119.426124 49.782601, -119.426063 49.782744, -119.426082 49.78286, -119.426161 49.782932, -119.426328 49.783034, -119.426416 49.783156, -119.426599 49.783691, -119.426551 49.7838179, -119.426442 49.78394, -119.426367 49.78399, -119.425929 49.784081, -119.425641 49.784158, -119.425537 49.784194, -119.425475 49.784237, -119.425342 49.784372, -119.425211 49.784472, -119.425165 49.784559, -119.425179 49.784798, -119.425135 49.784878, -119.424989 49.784954, -119.424679 49.785066, -119.424377 49.785138, -119.4242059 49.7852018, -119.424101 49.785241, -119.423933 49.785276, -119.423646 49.785376, -119.423504 49.785457, -119.423136 49.785747, -119.422667 49.785978, -119.4224 49.786193, -119.422138 49.786338, -119.421955 49.78646, -119.421638 49.786717, -119.421495 49.786878, -119.421386 49.786968, -119.4209 49.787283, -119.420838 49.787369, -119.42077 49.78752, -119.420709 49.787586, -119.420533 49.787686, -119.420296 49.787793, -119.420218 49.787843, -119.420131 49.78794, -119.42004 49.7882419, -119.419993 49.788325, -119.419989 49.788392, -119.4200534 49.7884137, -119.42028 49.788442, -119.420655 49.788513, -119.420818 49.788566, -119.420902 49.788656, -119.420975 49.788824, -119.421048 49.788936, -119.421107 49.789143, -119.421082 49.789282, -119.420945 49.789528, -119.420626 49.789857, -119.420429 49.790199, -119.420412 49.790268, -119.42049 49.790553, -119.420564 49.790702, -119.420679 49.790811, -119.4208387 49.7909166, -119.420882 49.790978, -119.42085 49.791109, -119.42088 49.791325, -119.420813 49.791645, -119.420895 49.791811, -119.420928 49.792088, -119.420903 49.792155, -119.420818 49.792215, -119.420519 49.792288, -119.420455 49.792366, -119.420451 49.792438, -119.420543 49.792739, -119.420512 49.792842, -119.420264 49.793081, -119.419866 49.793666, -119.41972 49.793815, -119.41964 49.794036, -119.419574 49.79415, -119.419287 49.79444, -119.419233 49.794575, -119.4191936 49.794709, -119.419129 49.794984, -119.4191288 49.7951043)"
"177937188",,"designated",,,,"path",,,,,,,"Horse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.420647 49.7964259, -119.420678 49.796768, -119.420631 49.796866, -119.420487 49.797045, -119.420215 49.797306, -119.420175 49.79741, -119.420193 49.797596, -119.420029 49.798006, -119.420004 49.7982159, -119.419923 49.798481, -119.419932 49.798869, -119.419967 49.799053, -119.419988 49.799422, -119.420058 49.799522, -119.420307 49.799718, -119.42052 49.799797, -119.420635 49.799856, -119.420731 49.799929, -119.420855 49.799967, -119.421304 49.799988, -119.421439 49.799966, -119.421614 49.799906, -119.421753 49.799881, -119.421853 49.799885, -119.422209 49.799954, -119.4224667 49.7999298, -119.422595 49.799933, -119.422904 49.800001, -119.423106 49.800015, -119.423209 49.800001, -119.423289 49.799971, -119.423477 49.799859, -119.42371 49.799791, -119.42384 49.799793, -119.42402 49.799849, -119.424132 49.799859, -119.424765 49.799696, -119.425012 49.799678, -119.425108 49.799712, -119.425223 49.799809, -119.4252612 49.7998514, -119.425519 49.800137, -119.425604 49.800324, -119.425691 49.800452, -119.425965 49.800638, -119.426012 49.8007009, -119.426057 49.800922, -119.425976 49.801118, -119.425964 49.801258, -119.426025 49.801394, -119.426101 49.801467, -119.426355 49.801601, -119.426602 49.801768, -119.426822 49.801997)"
"177937191",,,,,,"path",,,,,,,"Surf 'N Turf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4543525 49.7940293, -119.454351 49.793943, -119.45446 49.793282, -119.454382 49.793083, -119.454214 49.792803, -119.454097 49.792451, -119.454196 49.792214, -119.454491 49.791764, -119.454689 49.7912589, -119.454926 49.7909689, -119.4549352 49.7909048, -119.454557 49.790576, -119.454456 49.790517, -119.454219 49.7904259, -119.454142 49.790355, -119.453908 49.790023, -119.453801 49.78996, -119.453567 49.789906, -119.453434 49.789854, -119.453395 49.789795, -119.45333 49.789431, -119.453203 49.7891679, -119.453086 49.789019, -119.453073 49.788655, -119.453101 49.788472, -119.45305 49.78839, -119.45286 49.788221, -119.452724 49.78816, -119.452559 49.788127, -119.452436 49.7881349, -119.452041 49.788214, -119.451837 49.788222, -119.451735 49.788203, -119.451301 49.787945, -119.45121 49.7878619, -119.451143 49.787755, -119.450811 49.7874439, -119.450766 49.787305, -119.450693 49.787232, -119.450484 49.787153, -119.450411 49.7871049, -119.450367 49.78705, -119.450283 49.786853, -119.450234 49.786791, -119.450109 49.786708, -119.44994 49.786651, -119.449738 49.786623, -119.4494323 49.7866177, -119.449226 49.786502, -119.449079 49.786409, -119.448788 49.786276, -119.448476 49.786212, -119.447863 49.785898, -119.447507 49.785806, -119.447379 49.785759, -119.447107 49.785595, -119.4470445 49.7855331, -119.447035 49.785525, -119.447013 49.785459, -119.4468963 49.7852571, -119.4468205 49.785178, -119.446726 49.7851, -119.446381 49.7848169, -119.446168 49.784738, -119.446001 49.7847, -119.445908 49.784697, -119.44563 49.7847269, -119.445524 49.784718, -119.4454182 49.7846707, -119.445395 49.784661, -119.445215 49.784476, -119.445156 49.784322, -119.445047 49.784162, -119.445046 49.7840739, -119.445098 49.783838, -119.445221 49.783646, -119.44521 49.783591, -119.445104 49.783499, -119.444704 49.783259, -119.4445437 49.7831873, -119.444447 49.783144, -119.444287 49.7831199, -119.444206 49.783079, -119.444051 49.782879, -119.443921 49.782754, -119.443798 49.782683, -119.4434976 49.7825997)"
"177937420",,,,,,"footway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4229748 49.8004918, -119.4227817 49.800201, -119.4224667 49.7999298)"
"182642404",,,,,,"track",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.3811656 49.7623433, -119.380912 49.762154, -119.380779 49.761997, -119.380656 49.761918, -119.380554 49.761896, -119.380253 49.761865, -119.380018 49.761869, -119.379913 49.761885, -119.379813 49.761927, -119.379722 49.762035, -119.379685 49.7622039, -119.379682 49.76285, -119.379605 49.763232, -119.379609 49.76341, -119.379684 49.763533, -119.379823 49.7636309, -119.379914 49.763671, -119.380517 49.76384, -119.380739 49.763885, -119.380917 49.763898, -119.381428 49.763888, -119.38169 49.763865, -119.381931 49.763825, -119.38216 49.763761, -119.382324 49.763695, -119.382734 49.763467, -119.383072 49.763345, -119.383288 49.763316, -119.383816 49.763309, -119.383937 49.763294, -119.384548 49.763149, -119.384683 49.763131, -119.385307 49.763139, -119.386217 49.763036, -119.386863 49.762988, -119.387027 49.762993, -119.387268 49.76306, -119.387408 49.7631439, -119.387491 49.763257, -119.387607 49.763505, -119.387653 49.763663, -119.38765 49.76413, -119.387741 49.764665, -119.387753 49.764915, -119.387727 49.764983, -119.387641 49.765074, -119.387473 49.765182, -119.386654 49.765626, -119.386122 49.765967, -119.385965 49.766093, -119.385677 49.766399, -119.3854 49.76677, -119.385335 49.766897, -119.385341 49.76702, -119.385409 49.767117, -119.385565 49.767218, -119.38611 49.767465, -119.387197 49.76778, -119.387353 49.767817, -119.38802 49.7679029, -119.388912 49.767994, -119.389754 49.768147, -119.391095 49.76847, -119.392517 49.768879, -119.393899 49.769362, -119.394474 49.7695409, -119.394715 49.7696309, -119.394891 49.769731, -119.395021 49.769847, -119.395088 49.769964, -119.395109 49.770098, -119.395087 49.770231, -119.395023 49.770367, -119.394892 49.770471, -119.394204 49.77079, -119.393799 49.771035, -119.393054 49.771771, -119.392153 49.772304, -119.391849 49.772526, -119.39103 49.773195, -119.390173 49.77398, -119.39005 49.774099, -119.389966 49.77423, -119.389959 49.774301, -119.390011 49.7744, -119.390085 49.7744519, -119.390179 49.774489, -119.390408 49.774524, -119.390933 49.774562, -119.391127 49.774561, -119.39236 49.774494, -119.392561 49.774521, -119.392654 49.774557, -119.3927259 49.7746206, -119.392754 49.774668, -119.392744 49.774737, -119.392698 49.774802, -119.392338 49.775144, -119.391611 49.775951, -119.39121 49.7762839, -119.390126 49.777068, -119.389593 49.777494, -119.388847 49.77805, -119.386931 49.779556, -119.385875 49.780283, -119.384609 49.781202, -119.3831096 49.7820863, -119.382914 49.782213, -119.38224 49.7827259, -119.381975 49.782946, -119.381856 49.783067, -119.381761 49.7831959, -119.381731 49.783319, -119.38185 49.783636, -119.381774 49.783704)"
"182642406",,,,,,"track",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.3763359 49.7794353, -119.3761428 49.7794077, -119.3758853 49.7794978, -119.3757243 49.7797472, -119.3761487 49.7807452, -119.3765934 49.7811466, -119.3775804 49.7814029, -119.3792756 49.7817909, -119.3802948 49.7821303, -119.3808586 49.7822, -119.3815024 49.782096, -119.3819422 49.7819644, -119.3822689 49.7817909, -119.3827303 49.7818047, -119.3829615 49.7818951, -119.3831096 49.7820863)"
"216705931",,,,,,"footway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-119.4497287 49.8079879, -119.4501313 49.8086026)"
